id,trip_id,date,city,city_clean,city_status,has_description,themes,description
ACT-002771,TRIP-45908,2022-08-28,Madrid,Madri,normalizado,True,Gastronomia|Arte & Museus|Compras|Arquitetura,"<p>Para este dia, sugerimos o Museu Thyssen-Bornemisza pela manhã. À tarde, exploração do bairro de Malasaña, cheio de lojas vintage e cafés criativos. Jantar em restaurante de gastronomia contemporânea madrilena.</p>"
ACT-001988,TRIP-82883,2023-01-13,Miami,Miami,limpo,True,Arte & Museus|Praia & Mar|Compras|Romance,"Pela manhã, exploração do Coconut Grove, bairro boêmio com lojas e cafés charmosos. À tarde, visita ao Vizcaya Museum & Gardens, uma villa italiana do século XX às margens da Baía. Para encerrar, cocktail ao pôr do sol em rooftop."
ACT-003990,TRIP-67135,2018-12-02,01 Ingresso Disney World - Data Fixa,,desconhecido,True,Arte & Museus|História & Cultura|Compras,"Para este dia, sugerimos começar pela Avenida da Liberdade, com suas lojas de luxo. Em seguida, visita ao Chiado e ao Museu do Azulejo. À tarde, passeio de elétrico histórico pelas ruas íngremes da cidade."
ACT-001960,TRIP-80555,2018-07-01,Veneza,Veneza,limpo,True,Arte & Museus|História & Cultura|Praia & Mar|Romance|Aventura,"Pela manhã, visita à Basílica de São Marcos e ao Palácio Ducal na Piazza San Marco. Em seguida, travessia de gôndola pelos canais mais charmosos da cidade. À tarde, excursão às ilhas de Murano, famosa pelo vidro artesanal, e Burano, com suas casas coloridas."
ACT-003177,TRIP-72075,2020-01-09,Buenos Aires,Buenos Aires,limpo,True,Gastronomia|Natureza & Paisagem,"Neste dia, recomendamos começar pelo bairro de Palermo com seus parques, bares e restaurantes modernos. À tarde, Puerto Madero, a doca renovada às margens do Rio da Prata. Para encerrar, churrascaria argentina — uma experiência gastronômica imperdível."
ACT-000819,TRIP-43540,2023-12-04,Amsterdam,Amsterdam,limpo,False,,
ACT-003370,TRIP-18231,2021-10-21,Atenas,Atenas,limpo,True,Arte & Museus|História & Cultura,"Pela manhã, visita à Acrópole e ao Partenon, símbolo máximo da civilização grega. Em seguida, Museu da Acrópole, um dos mais modernos da Europa. À tarde, passeio pelo bairro de Plaka, com suas casinhas coloridas e tavernas tradicionais."
ACT-000708,TRIP-32983,2019-11-19,Cairo,Cairo,limpo,True,História & Cultura,"Neste dia, recomendamos visita a Sacara e à pirâmide de degraus de Zoser, a mais antiga do mundo. Em seguida, Mênfis, a antiga capital do Egito. À tarde, passeio pelo bazar Khan el-Khalili, o mais famoso do Cairo."
ACT-000811,TRIP-45386,2018-11-17,Marrakech,Marrakech,limpo,True,Gastronomia|História & Cultura|Bem-estar,"Para este dia, sugerimos uma experiência de hammam tradicional pela manhã — terapêutico e autêntico. À tarde, aula de culinária marroquina com chef local. Para encerrar, jantar no terraço de um riad histórico."
ACT-002197,TRIP-10481,2020-09-24,Dubai,Dubai,limpo,False,,
ACT-003583,TRIP-86132,2022-06-19,Cairo,Cairo,limpo,True,Gastronomia|Arte & Museus|História & Cultura|Natureza & Paisagem|Praia & Mar,"Pela manhã, visita às Pirâmides de Gizé e à Esfinge — as únicas maravilhas do mundo antigo ainda de pé. Almoço com vista para as pirâmides. À tarde, Museu Egípcio do Cairo, com as máscaras e tesouros de Tutancâmon."
ACT-002195,TRIP-51486,2023-12-24,Londres,Londres,limpo,True,Arte & Museus,"Para este dia, sugerimos o Museu Britânico pela manhã — uma das maiores coleções do mundo. À tarde, passeio por Notting Hill e visita ao Portobello Road Market. Para encerrar, teatro no West End."
ACT-004485,TRIP-89040,2019-05-10,Nova York,Nova York,limpo,True,Arte & Museus|História & Cultura|Natureza & Paisagem|Vida Noturna,"Pela manhã, Harlem e seus murais históricos. Visita à Apollo Theater. À tarde, Museum of Modern Art — MoMA. Para encerrar, cocktail em rooftop bar com vista para o skyline de Manhattan ao anoitecer."
ACT-004178,TRIP-26061,2020-03-13,Veneza | São Paulo,Veneza,normalizado,True,Arte & Museus|História & Cultura|Praia & Mar|Romance|Aventura,"Pela manhã, visita à Basílica de São Marcos e ao Palácio Ducal na Piazza San Marco. Em seguida, travessia de gôndola pelos canais mais charmosos da cidade. À tarde, excursão às ilhas de Murano, famosa pelo vidro artesanal, e Burano, com suas casas coloridas."
ACT-004525,TRIP-86703,2022-07-14,Atenas,Atenas,limpo,True,Arte & Museus|História & Cultura,"Pela manhã, visita à Acrópole e ao Partenon, símbolo máximo da civilização grega. Em seguida, Museu da Acrópole, um dos mais modernos da Europa. À tarde, passeio pelo bairro de Plaka, com suas casinhas coloridas e tavernas tradicionais."
ACT-004441,TRIP-43117,2020-09-27,Em navegação,,em_navegacao,True,Natureza & Paisagem|Vida Noturna|Parques Temáticos,"Neste dia mágico, recomendamos visita ao Magic Kingdom — o parque mais emblemático do mundo. Comecem cedo para aproveitar as principais atrações antes das filas. À tarde, parada para o tradicional desfile e, ao anoitecer, o espetáculo de fogos de artifício."
ACT-004901,TRIP-60950,2019-09-27,Marrakech,Marrakech,limpo,True,Gastronomia|Arte & Museus|História & Cultura|Natureza & Paisagem|Aventura,"Neste dia, recomendamos uma excursão às Montanhas Atlas e ao deserto de Agafay. Almoço berbere em acampamento de luxo. De volta a Marrakech, visita ao Palácio Bahia e ao Museu de Marrakech."
ACT-003522,TRIP-94381,2023-05-28,Milão,Milão,limpo,True,Gastronomia|Arte & Museus,"Para este dia, sugerimos visita à Pinacoteca di Brera, com obras do Renascimento italiano. À tarde, passeio pelo bairro de Brera e suas galerias de arte. Jantar em osteria tradicional com culinária da Lombardia."
ACT-003695,TRIP-53727,2018-04-17,Buenos Aires,Buenos Aires,limpo,True,Gastronomia|História & Cultura|Natureza & Paisagem|Compras|Vida Noturna,"Pela manhã, visita ao bairro de La Boca e sua famosa Caminito, com suas casas coloridas e tango nas ruas. Em seguida, San Telmo e seu mercado de antiguidades. À tarde, Recoleta e o famoso cemitério histórico. Jantar com show de tango ao vivo."
ACT-000905,TRIP-27875,2019-09-08,Paris,Paris,limpo,True,História & Cultura|Praia & Mar|Aventura,"Pela manhã, visita ao Musée d'Orsay, com sua impressionante coleção impressionista. À tarde, passeio de barco pelo Sena passando pelas principais pontes históricas da cidade. Encerrem o dia com uma caminhada pelo bairro de Saint-Germain-des-Prés."
ACT-002488,TRIP-66431,2023-12-07,Londres,Londres,limpo,True,História & Cultura|Aventura,"Pela manhã, visita ao Palácio de Buckingham com possibilidade de assistir à Troca da Guarda Real. Em seguida, caminhada por St. James's Park até Westminster — Big Ben, Parlamento e Abadia de Westminster na mesma região. À tarde, London Eye e passeio pela South Bank."
ACT-000851,TRIP-35679,2018-05-20,Londres,Londres,limpo,True,Gastronomia|História & Cultura,"Pela manhã, visita à National Gallery em Trafalgar Square. Em seguida, Piccadilly Circus e a famosa Fortnum & Mason. À tarde, passeio pelo Hyde Park e visita ao Palácio de Kensington. Jantar em South Kensington."
ACT-001297,TRIP-99505,2023-06-17,Tokyo,Tokyo,limpo,True,Gastronomia|História & Cultura|Natureza & Paisagem|Compras,"Pela manhã, mercado de Tsukiji e café da manhã de frutos do mar. À tarde, exploração do Palácio Imperial e do Jardim Nacional de Shinjuku Gyoen. Para encerrar, subida ao Tokyo Skytree para vista panorâmica noturna."
ACT-004239,TRIP-59279,2023-02-19,Paris,Paris,limpo,True,Gastronomia|Arte & Museus|História & Cultura,"<p>Neste dia, sugerimos a visita à Basílica de Sacré-Cœur, no alto de Montmartre. Aproveitem para explorar as galerias e ateliês do bairro. À tarde, visita ao Centre Pompidou e jantar no animado bairro do Marais.</p>"
ACT-003938,TRIP-55921,2018-08-18,Istambul,Istambul,limpo,True,Gastronomia|História & Cultura|Praia & Mar|Compras|Romance,"Para este dia, sugerimos travessia de balsa para o lado asiático — bairro de Kadıköy e seu mercado gastronômico. À tarde, Palácio de Dolmabahçe, à beira do Bósforo. Para encerrar, cruzeiro ao pôr do sol com drinques."
ACT-002514,TRIP-68611,2018-05-14,Dubai,Dubai,limpo,True,Gastronomia|Natureza & Paisagem|Aventura,"Neste dia, recomendamos visita ao Dubai Mall e ao complexo Burj Khalifa. À tarde, excursão ao deserto com passeio de camelo e jantar ao ar livre sob as estrelas. Uma experiência única que contrasta com a modernidade da cidade."
ACT-003195,TRIP-66357,2021-08-12,01 Ingresso Disney World - Data Fixa,,desconhecido,True,Arte & Museus|História & Cultura|Praia & Mar|Romance|Aventura,"Pela manhã, visita à Basílica de São Marcos e ao Palácio Ducal na Piazza San Marco. Em seguida, travessia de gôndola pelos canais mais charmosos da cidade. À tarde, excursão às ilhas de Murano, famosa pelo vidro artesanal, e Burano, com suas casas coloridas."
ACT-001732,TRIP-26118,2018-07-23,Wedding Day,,marcador_operacional,True,Arte & Museus|História & Cultura|Compras,"Para este dia, sugerimos começar pela Avenida da Liberdade, com suas lojas de luxo. Em seguida, visita ao Chiado e ao Museu do Azulejo. À tarde, passeio de elétrico histórico pelas ruas íngremes da cidade."
ACT-000258,TRIP-83620,2018-10-18,Londres,Londres,limpo,True,Arte & Museus|História & Cultura|Vida Noturna|Bem-estar,"Neste dia livre, recomendamos exploração de Camden Market pela manhã. À tarde, visita ao Museu de História Natural e ao Victoria & Albert Museum, ambos de acesso gratuito. Para encerrar, aperitivo em pub tradicional londrino."
ACT-000242,TRIP-41186,2019-01-12,Dubai,Dubai,limpo,True,Gastronomia|História & Cultura|Natureza & Paisagem|Arquitetura,"Pela manhã, visita ao histórico bairro de Al Fahidi, que preserva a arquitetura tradicional de Dubai. Travessia de Abra pelo Dubai Creek até os Souks do Ouro e das Especiarias. À tarde, subida ao Dubai Frame para vistas panorâmicas. Jantar no topo do Burj Khalifa."
ACT-004142,TRIP-31260,2022-07-13,Milão,Milão,limpo,True,Gastronomia|Arte & Museus|Natureza & Paisagem,"Pela manhã, visita ao Duomo di Milano e subida ao terraço para vista panorâmica. Em seguida, Galleria Vittorio Emanuele II para um café tradicional. À tarde, visita ao Cenacolo Vinciano para ver A Última Ceia de Leonardo. Jantar no animado bairro dos Navigli."
ACT-003835,TRIP-90027,2019-01-09,Lisboa,Lisboa,limpo,True,Arte & Museus|História & Cultura|Compras,"<p>Para este dia, sugerimos começar pela Avenida da Liberdade, com suas lojas de luxo. Em seguida, visita ao Chiado e ao Museu do Azulejo. À tarde, passeio de elétrico histórico pelas ruas íngremes da cidade.</p>"
ACT-001067,TRIP-61879,2020-10-04,Paris,Paris,limpo,True,Arte & Museus|Natureza & Paisagem,"Neste dia, sugerimos começar pelo Museu do Louvre — reservem ao menos duas horas para apreciar as coleções. Em seguida, caminhem pelas Tulherias até a Place de la Concorde. À tarde, subida ao Arco do Triunfo para vista panorâmica da Champs-Élysées."
ACT-004006,TRIP-83278,2023-09-19,Florença,Florença,limpo,True,Arte & Museus,"Neste dia, recomendamos a Galleria dell'Accademia para ver o David de Michelangelo. Em seguida, visita ao Palazzo Vecchio e à Piazza della Signoria. À tarde, passeio pelo bairro de Santo Spirito e suas adegas tradicionais."
ACT-002287,TRIP-18996,2019-07-07,Cairo,Cairo,limpo,True,História & Cultura|Aventura,"Para este dia, sugerimos excursão a Luxor de avião — um dia inteiro entre os templos de Karnak e Luxor e o Vale dos Reis. Uma imersão única na grandiosidade do Antigo Egito."
ACT-001706,TRIP-21161,2018-11-18,Orlando,Orlando,limpo,True,Gastronomia|Natureza & Paisagem|Parques Temáticos,"Neste dia, recomendamos o Epcot pela manhã — uma viagem ao redor do mundo em um único parque. À tarde, Animal Kingdom com o safári pela savana africana. Para encerrar, jantar em um dos restaurantes temáticos internacionais do Epcot."
ACT-003507,TRIP-47876,2018-03-06,Em navegação,,em_navegacao,True,Gastronomia,"<p>Para este dia, sugerimos a Plaza de Mayo e a Casa Rosada pela manhã. Em seguida, Avenida de Mayo e o imponente Congresso Nacional. À tarde, exploração do bairro de Belgrano. Jantar em bodega com degustação de Malbec.</p>"
ACT-002265,TRIP-94512,2022-01-11,ROMA,Roma,normalizado,True,Arte & Museus|História & Cultura|Compras|Bem-estar,"Neste dia livre, recomendamos o mercado Campo de' Fiori pela manhã, seguido de visita ao Castelo Sant'Angelo. À tarde, passeio pelas ruas do centro histórico e visita à Igreja de São Luís dos Franceses, com as obras de Caravaggio."
ACT-003306,TRIP-92663,2018-09-07,Milão,Milão,limpo,True,Gastronomia|Arte & Museus|Natureza & Paisagem,"Pela manhã, visita ao Duomo di Milano e subida ao terraço para vista panorâmica. Em seguida, Galleria Vittorio Emanuele II para um café tradicional. À tarde, visita ao Cenacolo Vinciano para ver A Última Ceia de Leonardo. Jantar no animado bairro dos Navigli."
ACT-001646,TRIP-40765,2021-08-10,Buenos Aires,Buenos Aires,limpo,True,Gastronomia|História & Cultura|Natureza & Paisagem|Compras|Vida Noturna,"Pela manhã, visita ao bairro de La Boca e sua famosa Caminito, com suas casas coloridas e tango nas ruas. Em seguida, San Telmo e seu mercado de antiguidades. À tarde, Recoleta e o famoso cemitério histórico. Jantar com show de tango ao vivo."
ACT-002366,TRIP-96139,2018-11-21,Veneza,Veneza,limpo,True,Gastronomia|Arte & Museus|Compras,"Neste dia, recomendamos começar cedo no Mercado de Rialto, um dos mais animados de Veneza. Passeio pelo Grande Canal de vaporetto. À tarde, visita à Galleria dell'Accademia e ao bairro de Dorsoduro. Jantar em restaurante ribeirinho."
ACT-000324,TRIP-69130,2021-02-08,Amsterdam,Amsterdam,limpo,True,Gastronomia|Arte & Museus|História & Cultura|Praia & Mar|Arquitetura,"Pela manhã, visita ao Rijksmuseum, com as obras-primas de Rembrandt e Vermeer. Em seguida, passeio de barco pelos canais históricos. À tarde, Casa de Anne Frank — uma visita emocionante e necessária. Jantar em restaurante holandês contemporâneo."
ACT-003022,TRIP-86662,2023-06-15,Wedding Day,,marcador_operacional,True,Gastronomia|Arte & Museus|História & Cultura,"Neste dia, sugerimos a visita à Basílica de Sacré-Cœur, no alto de Montmartre. Aproveitem para explorar as galerias e ateliês do bairro. À tarde, visita ao Centre Pompidou e jantar no animado bairro do Marais."
ACT-003521,TRIP-10651,2018-09-17,Milão,Milão,limpo,True,Gastronomia|Arte & Museus,"Para este dia, sugerimos visita à Pinacoteca di Brera, com obras do Renascimento italiano. À tarde, passeio pelo bairro de Brera e suas galerias de arte. Jantar em osteria tradicional com culinária da Lombardia."
ACT-004183,TRIP-80013,2023-01-01,Barcelona,Barcelona,limpo,True,Gastronomia|Arte & Museus|Natureza & Paisagem|Aventura,"Pela manhã, visita à Sagrada Família, a obra-prima inacabada de Gaudí. À tarde, passeio pelo Parque Güell com suas esculturas coloridas e vista para a cidade. Para encerrar, caminhada pelas Ramblas e jantar no bairro gótico."
ACT-000703,TRIP-28566,2019-10-23,Roma,Roma,limpo,True,História & Cultura|Natureza & Paisagem,"Pela manhã, recomendamos visita ao Coliseu e ao Fórum Romano — o coração da Roma Antiga. À tarde, subam ao Monte Palatino para uma vista privilegiada sobre os vestigios imperiais. Para encerrar, passeio noturno até a Fontana di Trevi."
ACT-000719,TRIP-31319,2023-11-08,Em navegação,,em_navegacao,True,Gastronomia,"Para este dia, sugerimos a Plaza de Mayo e a Casa Rosada pela manhã. Em seguida, Avenida de Mayo e o imponente Congresso Nacional. À tarde, exploração do bairro de Belgrano. Jantar em bodega com degustação de Malbec."
ACT-004523,TRIP-31879,2023-10-21,Cairo,Cairo,limpo,True,História & Cultura|Aventura,"Para este dia, sugerimos excursão a Luxor de avião — um dia inteiro entre os templos de Karnak e Luxor e o Vale dos Reis. Uma imersão única na grandiosidade do Antigo Egito."
ACT-003545,TRIP-16334,2023-02-18,Tokyo,Tokyo,limpo,True,Gastronomia|História & Cultura|Natureza & Paisagem|Compras,"Pela manhã, mercado de Tsukiji e café da manhã de frutos do mar. À tarde, exploração do Palácio Imperial e do Jardim Nacional de Shinjuku Gyoen. Para encerrar, subida ao Tokyo Skytree para vista panorâmica noturna."
ACT-004223,TRIP-97163,2023-10-05,Orlando,Orlando,limpo,True,Gastronomia|Natureza & Paisagem|Parques Temáticos,"Neste dia, recomendamos o Epcot pela manhã — uma viagem ao redor do mundo em um único parque. À tarde, Animal Kingdom com o safári pela savana africana. Para encerrar, jantar em um dos restaurantes temáticos internacionais do Epcot."
ACT-002472,TRIP-69515,2023-04-06,Veneza,Veneza,limpo,True,Gastronomia|Arte & Museus|Compras,"Neste dia, recomendamos começar cedo no Mercado de Rialto, um dos mais animados de Veneza. Passeio pelo Grande Canal de vaporetto. À tarde, visita à Galleria dell'Accademia e ao bairro de Dorsoduro. Jantar em restaurante ribeirinho."
ACT-004855,TRIP-87275,2019-03-19,Madrid,Madri,normalizado,True,Gastronomia|Arte & Museus|Natureza & Paisagem|Compras|Aventura|Bem-estar,"Pela manhã, visita ao Museu do Prado, com obras de Velázquez, Goya e El Greco. Em seguida, Parque do Retiro para um passeio tranquilo. À tarde, tapas no Mercado de San Miguel e caminhada pela Gran Vía. Jantar tardio — à moda espanhola."
ACT-003614,TRIP-18679,2020-01-02,Wedding Day,,marcador_operacional,True,Gastronomia|Arte & Museus|Compras|Arquitetura,"Para este dia, sugerimos o Museu Thyssen-Bornemisza pela manhã. À tarde, exploração do bairro de Malasaña, cheio de lojas vintage e cafés criativos. Jantar em restaurante de gastronomia contemporânea madrilena."
ACT-003912,TRIP-42796,2020-09-19,Nova York,Nova York,limpo,True,Gastronomia,"Neste dia, recomendamos visita à Estátua da Liberdade e à Ellis Island pela manhã. À tarde, exploração do bairro de Lower Manhattan — Wall Street, One World Observatory e o 9/11 Memorial. Jantar no bairro de Tribeca."
ACT-003491,TRIP-26571,2019-09-08,Free Day,,marcador_operacional,True,Arte & Museus|História & Cultura|Compras|Bem-estar,"Neste dia livre, recomendamos o mercado Campo de' Fiori pela manhã, seguido de visita ao Castelo Sant'Angelo. À tarde, passeio pelas ruas do centro histórico e visita à Igreja de São Luís dos Franceses, com as obras de Caravaggio."
ACT-004663,TRIP-53517,2019-09-23,Em navegação,,em_navegacao,True,Arte & Museus|Compras|Vida Noturna|Bem-estar,"Neste dia livre, recomendamos visita ao Dubai Museum para entender a rápida transformação da cidade. À tarde, experiência de compras no Dubai Mall. Para encerrar, o show de fontes dançantes em frente ao Burj Khalifa."
ACT-000205,TRIP-84177,2019-09-14,Marrakech,Marrakech,limpo,True,Gastronomia|Natureza & Paisagem,"Pela manhã, exploração dos souks da Medina — especiarias, tapetes, cerâmicas e couro tradicional. Visita à Medersa Ben Youssef. À tarde, Jardim Majorelle, oásis de azul e verde em plena cidade. Para encerrar, jantar na Praça Djemaa el-Fna."
ACT-004962,TRIP-30457,2021-01-20,Wedding Day,,marcador_operacional,True,História & Cultura|Natureza & Paisagem,"Pela manhã, recomendamos visita ao Coliseu e ao Fórum Romano — o coração da Roma Antiga. À tarde, subam ao Monte Palatino para uma vista privilegiada sobre os vestigios imperiais. Para encerrar, passeio noturno até a Fontana di Trevi."
ACT-002415,TRIP-42013,2020-10-21,Roma | São Paulo,Roma,normalizado,True,História & Cultura|Aventura|Bem-estar,"<p>Para este dia, sugerimos começar pelo Panteão, uma das construções mais bem preservadas da Antiguidade. Em seguida, Piazza Navona para um café ao ar livre. À tarde, visita às Termas de Caracalla e caminhada pelo Aventino.</p>"
ACT-002703,TRIP-58535,2021-11-03,Veneza,Veneza,limpo,True,História & Cultura|Aventura,"Para este dia, sugerimos uma excursão a Verona, cidade de Romeu e Julieta, a apenas uma hora de Veneza. Visita ao anfiteatro romano, à Casa de Julieta e ao centro histórico medieval. De volta, aperitivo veneziano — cicchetti e Spritz."
ACT-000972,TRIP-16822,2023-11-23,Orlando,Orlando,limpo,True,Gastronomia|Natureza & Paisagem|Parques Temáticos,"Neste dia, recomendamos o Epcot pela manhã — uma viagem ao redor do mundo em um único parque. À tarde, Animal Kingdom com o safári pela savana africana. Para encerrar, jantar em um dos restaurantes temáticos internacionais do Epcot."
ACT-001398,TRIP-36772,2021-03-28,Dubai,Dubai,limpo,True,Gastronomia|Natureza & Paisagem|Aventura,"Neste dia, recomendamos visita ao Dubai Mall e ao complexo Burj Khalifa. À tarde, excursão ao deserto com passeio de camelo e jantar ao ar livre sob as estrelas. Uma experiência única que contrasta com a modernidade da cidade."
ACT-002320,TRIP-68886,2023-11-18,Dubai,Dubai,limpo,True,História & Cultura|Praia & Mar|Aventura|Arquitetura,"Para este dia, sugerimos começar pela elegante Mesquita Jumeirah. Em seguida, passeio pela Marina de Dubai e suas arranha-céus impressionantes. À tarde, visita ao Palm Jumeirah com parada em frente ao Burj Al Arab."
ACT-002189,TRIP-44006,2022-04-22,Tokyo,Tokyo,limpo,True,Gastronomia|História & Cultura|Natureza & Paisagem|Compras,"Pela manhã, mercado de Tsukiji e café da manhã de frutos do mar. À tarde, exploração do Palácio Imperial e do Jardim Nacional de Shinjuku Gyoen. Para encerrar, subida ao Tokyo Skytree para vista panorâmica noturna."
ACT-002520,TRIP-44170,2021-07-13,Marrakech,Marrakech,limpo,True,Gastronomia|Arte & Museus|História & Cultura|Natureza & Paisagem|Aventura,"Neste dia, recomendamos uma excursão às Montanhas Atlas e ao deserto de Agafay. Almoço berbere em acampamento de luxo. De volta a Marrakech, visita ao Palácio Bahia e ao Museu de Marrakech."
ACT-004767,TRIP-37115,2023-07-22,Paris,Paris,limpo,True,História & Cultura|Praia & Mar|Aventura,"Pela manhã, visita ao Musée d'Orsay, com sua impressionante coleção impressionista. À tarde, passeio de barco pelo Sena passando pelas principais pontes históricas da cidade. Encerrem o dia com uma caminhada pelo bairro de Saint-Germain-des-Prés."
ACT-000231,TRIP-80804,2021-06-22,Londres,Londres,limpo,True,Gastronomia|História & Cultura,"Pela manhã, visita à National Gallery em Trafalgar Square. Em seguida, Piccadilly Circus e a famosa Fortnum & Mason. À tarde, passeio pelo Hyde Park e visita ao Palácio de Kensington. Jantar em South Kensington."
ACT-003505,TRIP-29391,2019-02-18,Nova York,Nova York,limpo,True,Gastronomia|Natureza & Paisagem|Compras,"<p>Para este dia, sugerimos o Brooklyn pela manhã: DUMBO com vista para a Manhattan Bridge, mercado de Smorgasburg e passeio pela Brooklyn Bridge a pé. À tarde, Chelsea Market e visita ao High Line. Jantar no Meatpacking District.</p>"
ACT-004438,TRIP-14115,2019-02-27,Paris,Paris,limpo,True,Gastronomia|História & Cultura|Aventura|Bem-estar|Arquitetura,"Para este dia livre, recomendamos uma excursão ao Palácio de Versalhes, a cerca de 40 minutos de Paris. Os jardins geométricos e os salões dourados são imperdíveis. De volta à cidade, passeio pelo bairro do Marais e jantar em restaurante contemporâneo."
ACT-003298,TRIP-73802,2019-08-09,Londres,Londres,limpo,True,História & Cultura|Aventura,"Pela manhã, visita ao Palácio de Buckingham com possibilidade de assistir à Troca da Guarda Real. Em seguida, caminhada por St. James's Park até Westminster — Big Ben, Parlamento e Abadia de Westminster na mesma região. À tarde, London Eye e passeio pela South Bank."
ACT-002635,TRIP-20534,2019-05-10,Londres,Londres,limpo,True,Gastronomia|Aventura|Arquitetura,"Neste dia, recomendamos visita à Torre de Londres para ver as joias da Coroa, seguida de caminhada pela Tower Bridge. À tarde, exploração do Borough Market e do bairro de Shoreditch. Jantar em restaurante contemporâneo britânico."
ACT-000954,TRIP-88618,2019-08-20,Cairo,Cairo,limpo,True,Gastronomia|Arte & Museus|História & Cultura|Natureza & Paisagem|Praia & Mar,"Pela manhã, visita às Pirâmides de Gizé e à Esfinge — as únicas maravilhas do mundo antigo ainda de pé. Almoço com vista para as pirâmides. À tarde, Museu Egípcio do Cairo, com as máscaras e tesouros de Tutancâmon."
ACT-003064,TRIP-34941,2020-09-24,Nova York,Nova York,limpo,True,Arte & Museus|História & Cultura|Natureza & Paisagem|Vida Noturna,"Pela manhã, Harlem e seus murais históricos. Visita à Apollo Theater. À tarde, Museum of Modern Art — MoMA. Para encerrar, cocktail em rooftop bar com vista para o skyline de Manhattan ao anoitecer."
ACT-004970,TRIP-80757,2018-02-14,Em navegação,,em_navegacao,True,Gastronomia|Natureza & Paisagem|Aventura,"Para este dia, sugerimos excursão ao Monte Fuji e ao Lago Ashi, com vista para o vulcão mais famoso do Japão. De volta a Tóquio, jantar de sushi omakase em restaurante tradicional."
ACT-001543,TRIP-93748,2022-07-10,Barcelona,Barcelona,limpo,True,Arte & Museus|Compras,"Neste dia, recomendamos começar pelo Bairro Gótico e seu labirinto de ruelas medievais. Em seguida, Mercado de La Boqueria. À tarde, visita à Casa Batlló e à Pedrera, as obras modernistas de Gaudí na Passeig de Gràcia."
ACT-001216,TRIP-31753,2023-09-27,Atenas,Atenas,limpo,True,Gastronomia|Arte & Museus|História & Cultura|Natureza & Paisagem,"<p>Neste dia, recomendamos o Museu Arqueológico Nacional pela manhã, com a maior coleção de arte grega do mundo. À tarde, exploração do bairro de Monastiraki e seu animado bazar. Para encerrar, jantar com vista para a Acrópole iluminada.</p>"
ACT-002143,TRIP-11424,2019-09-06,Roma,Roma,limpo,True,Arte & Museus|História & Cultura|Compras|Bem-estar,"Neste dia livre, recomendamos o mercado Campo de' Fiori pela manhã, seguido de visita ao Castelo Sant'Angelo. À tarde, passeio pelas ruas do centro histórico e visita à Igreja de São Luís dos Franceses, com as obras de Caravaggio."
ACT-002646,TRIP-49575,2019-01-07,Londres,Londres,limpo,True,Gastronomia|História & Cultura,"Pela manhã, visita à National Gallery em Trafalgar Square. Em seguida, Piccadilly Circus e a famosa Fortnum & Mason. À tarde, passeio pelo Hyde Park e visita ao Palácio de Kensington. Jantar em South Kensington."
ACT-002542,TRIP-69279,2022-12-04,Istambul,Istambul,limpo,True,Gastronomia|Natureza & Paisagem|Compras,"Neste dia, recomendamos o Grand Bazaar pela manhã — um dos maiores mercados cobertos do mundo. À tarde, passeio pelo bairro de Beyoğlu e subida à Torre de Gálata. Para encerrar, jantar de culinária otomana com vista para o Chifre de Ouro."
ACT-001621,TRIP-11743,2018-07-04,Orlando,Orlando,limpo,True,Natureza & Paisagem|Vida Noturna|Parques Temáticos,"<p>Neste dia mágico, recomendamos visita ao Magic Kingdom — o parque mais emblemático do mundo. Comecem cedo para aproveitar as principais atrações antes das filas. À tarde, parada para o tradicional desfile e, ao anoitecer, o espetáculo de fogos de artifício.</p>"
ACT-002887,TRIP-56186,2020-11-12,Wedding Day,,marcador_operacional,True,Gastronomia|Natureza & Paisagem|Aventura,"Para este dia, sugerimos excursão ao Monte Fuji e ao Lago Ashi, com vista para o vulcão mais famoso do Japão. De volta a Tóquio, jantar de sushi omakase em restaurante tradicional."
ACT-004852,TRIP-33636,2022-02-19,Atenas,Atenas,limpo,True,Gastronomia|História & Cultura|Romance|Aventura,"Para este dia, sugerimos uma excursão ao Cabo Sunião para ver o Templo de Posêidon ao pôr do sol — uma experiência inesquecível. De volta a Atenas, jantar de frutos do mar no Pireu."
ACT-004240,TRIP-81712,2022-06-15,Veneza,Veneza,limpo,True,Arte & Museus|História & Cultura|Praia & Mar|Romance|Aventura,"Pela manhã, visita à Basílica de São Marcos e ao Palácio Ducal na Piazza San Marco. Em seguida, travessia de gôndola pelos canais mais charmosos da cidade. À tarde, excursão às ilhas de Murano, famosa pelo vidro artesanal, e Burano, com suas casas coloridas."
ACT-000437,TRIP-11214,2023-05-02,Buenos Aires,Buenos Aires,limpo,True,Gastronomia|História & Cultura|Natureza & Paisagem|Compras|Vida Noturna,"Pela manhã, visita ao bairro de La Boca e sua famosa Caminito, com suas casas coloridas e tango nas ruas. Em seguida, San Telmo e seu mercado de antiguidades. À tarde, Recoleta e o famoso cemitério histórico. Jantar com show de tango ao vivo."
ACT-001604,TRIP-58163,2020-11-04,Nova York,Nova York,limpo,True,Gastronomia,"Neste dia, recomendamos visita à Estátua da Liberdade e à Ellis Island pela manhã. À tarde, exploração do bairro de Lower Manhattan — Wall Street, One World Observatory e o 9/11 Memorial. Jantar no bairro de Tribeca."
